"","series_id","category","actual","method","forecast","horizon","timestamp"
"3904","O23","FINANCE",5936.43,"DAMPEN",6411.42,8,8
"3905","O23","FINANCE",6445.54,"WINTER",6401.04,1,1
"3906","O23","FINANCE",6319.04,"WINTER",6414.36,2,2
"3907","O23","FINANCE",6339.19,"WINTER",6427.69,3,3
"3908","O23","FINANCE",6324.48,"WINTER",6441.01,4,4
"3909","O23","FINANCE",6128.83,"WINTER",6454.33,5,5
"3910","O23","FINANCE",6032.57,"WINTER",6467.66,6,6
"3911","O23","FINANCE",5921.34,"WINTER",6480.98,7,7
"3912","O23","FINANCE",5936.43,"WINTER",6494.31,8,8
"3913","O23","FINANCE",6445.54,"COMB S-H-D",6396.93,1,1
"3914","O23","FINANCE",6319.04,"COMB S-H-D",6405.01,2,2
"3915","O23","FINANCE",6339.19,"COMB S-H-D",6410.45,3,3
"3916","O23","FINANCE",6324.48,"COMB S-H-D",6415.17,4,4
"3917","O23","FINANCE",6128.83,"COMB S-H-D",6419.68,5,5
"3918","O23","FINANCE",6032.57,"COMB S-H-D",6424.15,6,6
"3919","O23","FINANCE",5921.34,"COMB S-H-D",6428.59,7,7
"3920","O23","FINANCE",5936.43,"COMB S-H-D",6433.04,8,8
"3921","O23","FINANCE",6445.54,"B-J auto",6393.38,1,1
"3922","O23","FINANCE",6319.04,"B-J auto",6393.38,2,2
"3923","O23","FINANCE",6339.19,"B-J auto",6393.38,3,3
"3924","O23","FINANCE",6324.48,"B-J auto",6393.38,4,4
"3925","O23","FINANCE",6128.83,"B-J auto",6393.38,5,5
"3926","O23","FINANCE",6032.57,"B-J auto",6393.38,6,6
"3927","O23","FINANCE",5921.34,"B-J auto",6393.38,7,7
"3928","O23","FINANCE",5936.43,"B-J auto",6393.38,8,8
"3929","O23","FINANCE",6445.54,"AutoBox1",6357.6,1,1
"3930","O23","FINANCE",6319.04,"AutoBox1",6325.34,2,2
"3931","O23","FINANCE",6339.19,"AutoBox1",6296.25,3,3
"3932","O23","FINANCE",6324.48,"AutoBox1",6270.03,4,4
"3933","O23","FINANCE",6128.83,"AutoBox1",6246.39,5,5
"3934","O23","FINANCE",6032.57,"AutoBox1",6225.07,6,6
"3935","O23","FINANCE",5921.34,"AutoBox1",6205.86,7,7
"3936","O23","FINANCE",5936.43,"AutoBox1",6188.53,8,8
"3937","O23","FINANCE",6445.54,"AutoBox2",6393.38,1,1
"3938","O23","FINANCE",6319.04,"AutoBox2",6393.38,2,2
"3939","O23","FINANCE",6339.19,"AutoBox2",6393.38,3,3
"3940","O23","FINANCE",6324.48,"AutoBox2",6393.38,4,4
"3941","O23","FINANCE",6128.83,"AutoBox2",6393.38,5,5
"3942","O23","FINANCE",6032.57,"AutoBox2",6393.38,6,6
"3943","O23","FINANCE",5921.34,"AutoBox2",6393.38,7,7
"3944","O23","FINANCE",5936.43,"AutoBox2",6393.38,8,8
"3945","O23","FINANCE",6445.54,"AutoBox3",6393.38,1,1
"3946","O23","FINANCE",6319.04,"AutoBox3",6393.38,2,2
"3947","O23","FINANCE",6339.19,"AutoBox3",6393.38,3,3
"3948","O23","FINANCE",6324.48,"AutoBox3",6393.38,4,4
"3949","O23","FINANCE",6128.83,"AutoBox3",6393.38,5,5
"3950","O23","FINANCE",6032.57,"AutoBox3",6393.38,6,6
"3951","O23","FINANCE",5921.34,"AutoBox3",6393.38,7,7
"3952","O23","FINANCE",5936.43,"AutoBox3",6393.38,8,8
"3953","O23","FINANCE",6445.54,"ROBUST-Trend",6420.89,1,1
"3954","O23","FINANCE",6319.04,"ROBUST-Trend",6448.41,2,2
"3955","O23","FINANCE",6339.19,"ROBUST-Trend",6475.92,3,3
"3956","O23","FINANCE",6324.48,"ROBUST-Trend",6503.43,4,4
"3957","O23","FINANCE",6128.83,"ROBUST-Trend",6530.95,5,5
"3958","O23","FINANCE",6032.57,"ROBUST-Trend",6558.46,6,6
"3959","O23","FINANCE",5921.34,"ROBUST-Trend",6585.97,7,7
"3960","O23","FINANCE",5936.43,"ROBUST-Trend",6613.49,8,8
"3961","O23","FINANCE",6445.54,"ARARMA",6417.97,1,1
"3962","O23","FINANCE",6319.04,"ARARMA",6442.66,2,2
"3963","O23","FINANCE",6339.19,"ARARMA",6467.44,3,3
"3964","O23","FINANCE",6324.48,"ARARMA",6492.32,4,4
"3965","O23","FINANCE",6128.83,"ARARMA",6517.29,5,5
"3966","O23","FINANCE",6032.57,"ARARMA",6542.36,6,6
"3967","O23","FINANCE",5921.34,"ARARMA",6567.52,7,7
"3968","O23","FINANCE",5936.43,"ARARMA",6592.79,8,8
"3969","O23","FINANCE",6445.54,"Auto-ANN",6355.75,1,1
"3970","O23","FINANCE",6319.04,"Auto-ANN",6321.12,2,2
"3971","O23","FINANCE",6339.19,"Auto-ANN",6289.25,3,3
"3972","O23","FINANCE",6324.48,"Auto-ANN",6259.93,4,4
"3973","O23","FINANCE",6128.83,"Auto-ANN",6232.95,5,5
"3974","O23","FINANCE",6032.57,"Auto-ANN",6208.12,6,6
"3975","O23","FINANCE",5921.34,"Auto-ANN",6185.27,7,7
"3976","O23","FINANCE",5936.43,"Auto-ANN",6164.25,8,8
"3977","O23","FINANCE",6445.54,"Flors-Pearc1",6406.49,1,1
"3978","O23","FINANCE",6319.04,"Flors-Pearc1",6421.24,2,2
"3979","O23","FINANCE",6339.19,"Flors-Pearc1",6428.1,3,3
"3980","O23","FINANCE",6324.48,"Flors-Pearc1",6431.29,4,4
"3981","O23","FINANCE",6128.83,"Flors-Pearc1",6432.78,5,5
"3982","O23","FINANCE",6032.57,"Flors-Pearc1",6433.47,6,6
"3983","O23","FINANCE",5921.34,"Flors-Pearc1",6433.79,7,7
"3984","O23","FINANCE",5936.43,"Flors-Pearc1",6433.94,8,8
"3985","O23","FINANCE",6445.54,"Flors-Pearc2",6109.38,1,1
"3986","O23","FINANCE",6319.04,"Flors-Pearc2",6122.5,2,2
"3987","O23","FINANCE",6339.19,"Flors-Pearc2",6135.63,3,3
"3988","O23","FINANCE",6324.48,"Flors-Pearc2",6148.75,4,4
"3989","O23","FINANCE",6128.83,"Flors-Pearc2",6161.87,5,5
"3990","O23","FINANCE",6032.57,"Flors-Pearc2",6175,6,6
"3991","O23","FINANCE",5921.34,"Flors-Pearc2",6188.12,7,7
"3992","O23","FINANCE",5936.43,"Flors-Pearc2",6201.24,8,8
"3993","O23","FINANCE",6445.54,"PP-Autocast",6397.14,1,1
"3994","O23","FINANCE",6319.04,"PP-Autocast",6408.83,2,2
"3995","O23","FINANCE",6339.19,"PP-Autocast",6412.22,3,3
"3996","O23","FINANCE",6324.48,"PP-Autocast",6413.21,4,4
"3997","O23","FINANCE",6128.83,"PP-Autocast",6413.49,5,5
"3998","O23","FINANCE",6032.57,"PP-Autocast",6413.57,6,6
"3999","O23","FINANCE",5921.34,"PP-Autocast",6413.6,7,7
"4000","O23","FINANCE",5936.43,"PP-Autocast",6413.6,8,8
"4001","O23","FINANCE",6445.54,"ForecastPro",6386.46,1,1
"4002","O23","FINANCE",6319.04,"ForecastPro",6386.46,2,2
"4003","O23","FINANCE",6339.19,"ForecastPro",6386.46,3,3
"4004","O23","FINANCE",6324.48,"ForecastPro",6386.46,4,4
"4005","O23","FINANCE",6128.83,"ForecastPro",6386.46,5,5
"4006","O23","FINANCE",6032.57,"ForecastPro",6386.46,6,6
"4007","O23","FINANCE",5921.34,"ForecastPro",6386.46,7,7
"4008","O23","FINANCE",5936.43,"ForecastPro",6386.46,8,8
"4009","O23","FINANCE",6445.54,"SMARTFCS",6393.38,1,1
"4010","O23","FINANCE",6319.04,"SMARTFCS",6393.38,2,2
"4011","O23","FINANCE",6339.19,"SMARTFCS",6393.38,3,3
"4012","O23","FINANCE",6324.48,"SMARTFCS",6393.38,4,4
"4013","O23","FINANCE",6128.83,"SMARTFCS",6393.38,5,5
"4014","O23","FINANCE",6032.57,"SMARTFCS",6393.38,6,6
"4015","O23","FINANCE",5921.34,"SMARTFCS",6393.38,7,7
"4016","O23","FINANCE",5936.43,"SMARTFCS",6393.38,8,8
"4017","O23","FINANCE",6445.54,"THETAsm",6407.77,1,1
"4018","O23","FINANCE",6319.04,"THETAsm",6410.07,2,2
"4019","O23","FINANCE",6339.19,"THETAsm",6410.44,3,3
"4020","O23","FINANCE",6324.48,"THETAsm",6410.5,4,4
"4021","O23","FINANCE",6128.83,"THETAsm",6410.51,5,5
"4022","O23","FINANCE",6032.57,"THETAsm",6410.51,6,6
"4023","O23","FINANCE",5921.34,"THETAsm",6410.51,7,7
"4024","O23","FINANCE",5936.43,"THETAsm",6410.51,8,8
"4025","O23","FINANCE",6445.54,"THETA",6396.03,1,1
"4026","O23","FINANCE",6319.04,"THETA",6410.47,2,2
"4027","O23","FINANCE",6339.19,"THETA",6419.45,3,3
"4028","O23","FINANCE",6324.48,"THETA",6426.69,4,4
"4029","O23","FINANCE",6128.83,"THETA",6433.35,5,5
"4030","O23","FINANCE",6032.57,"THETA",6439.82,6,6
"4031","O23","FINANCE",5921.34,"THETA",6446.21,7,7
"4032","O23","FINANCE",5936.43,"THETA",6452.55,8,8
"4033","O23","FINANCE",6445.54,"RBF",6365.66,1,1
"4034","O23","FINANCE",6319.04,"RBF",6374.08,2,2
"4035","O23","FINANCE",6339.19,"RBF",6382.55,3,3
"4036","O23","FINANCE",6324.48,"RBF",6390.73,4,4
"4037","O23","FINANCE",6128.83,"RBF",6398.28,5,5
"4038","O23","FINANCE",6032.57,"RBF",6404.9,6,6
"4039","O23","FINANCE",5921.34,"RBF",6410.31,7,7
"4040","O23","FINANCE",5936.43,"RBF",6414.25,8,8
"4041","O23","FINANCE",6445.54,"ForcX",6402.17,1,1
"4042","O23","FINANCE",6319.04,"ForcX",6420.48,2,2
"4043","O23","FINANCE",6339.19,"ForcX",6438.79,3,3
"4044","O23","FINANCE",6324.48,"ForcX",6457.1,4,4
"4045","O23","FINANCE",6128.83,"ForcX",6475.41,5,5
"4046","O23","FINANCE",6032.57,"ForcX",6493.72,6,6
"4047","O23","FINANCE",5921.34,"ForcX",6512.02,7,7
"4048","O23","FINANCE",5936.43,"ForcX",6530.33,8,8
"4049","O24","FINANCE",6643,"NAIVE2",6742.7,1,1
"4050","O24","FINANCE",6706.94,"NAIVE2",6742.7,2,2
"4051","O24","FINANCE",6903.87,"NAIVE2",6742.7,3,3
"4052","O24","FINANCE",6776.87,"NAIVE2",6742.7,4,4
"4053","O24","FINANCE",6599.4,"NAIVE2",6742.7,5,5
"4054","O24","FINANCE",6608.65,"NAIVE2",6742.7,6,6
"4055","O24","FINANCE",6470.03,"NAIVE2",6742.7,7,7
"4056","O24","FINANCE",6590.66,"NAIVE2",6742.7,8,8
"4057","O24","FINANCE",6643,"SINGLE",6742.7,1,1
"4058","O24","FINANCE",6706.94,"SINGLE",6742.7,2,2
"4059","O24","FINANCE",6903.87,"SINGLE",6742.7,3,3
"4060","O24","FINANCE",6776.87,"SINGLE",6742.7,4,4
"4061","O24","FINANCE",6599.4,"SINGLE",6742.7,5,5
"4062","O24","FINANCE",6608.65,"SINGLE",6742.7,6,6
"4063","O24","FINANCE",6470.03,"SINGLE",6742.7,7,7
"4064","O24","FINANCE",6590.66,"SINGLE",6742.7,8,8
"4065","O24","FINANCE",6643,"HOLT",6754.36,1,1
"4066","O24","FINANCE",6706.94,"HOLT",6772.58,2,2
"4067","O24","FINANCE",6903.87,"HOLT",6790.81,3,3
"4068","O24","FINANCE",6776.87,"HOLT",6809.04,4,4
"4069","O24","FINANCE",6599.4,"HOLT",6827.27,5,5
"4070","O24","FINANCE",6608.65,"HOLT",6845.5,6,6
"4071","O24","FINANCE",6470.03,"HOLT",6863.73,7,7
"4072","O24","FINANCE",6590.66,"HOLT",6881.96,8,8
"4073","O24","FINANCE",6643,"DAMPEN",6736.21,1,1
"4074","O24","FINANCE",6706.94,"DAMPEN",6736.22,2,2
"4075","O24","FINANCE",6903.87,"DAMPEN",6736.22,3,3
"4076","O24","FINANCE",6776.87,"DAMPEN",6736.22,4,4
"4077","O24","FINANCE",6599.4,"DAMPEN",6736.22,5,5
"4078","O24","FINANCE",6608.65,"DAMPEN",6736.22,6,6
"4079","O24","FINANCE",6470.03,"DAMPEN",6736.22,7,7
"4080","O24","FINANCE",6590.66,"DAMPEN",6736.22,8,8
"4081","O24","FINANCE",6643,"WINTER",6754.36,1,1
"4082","O24","FINANCE",6706.94,"WINTER",6772.58,2,2
"4083","O24","FINANCE",6903.87,"WINTER",6790.81,3,3
"4084","O24","FINANCE",6776.87,"WINTER",6809.04,4,4
"4085","O24","FINANCE",6599.4,"WINTER",6827.27,5,5
"4086","O24","FINANCE",6608.65,"WINTER",6845.5,6,6
"4087","O24","FINANCE",6470.03,"WINTER",6863.73,7,7
"4088","O24","FINANCE",6590.66,"WINTER",6881.96,8,8
"4089","O24","FINANCE",6643,"COMB S-H-D",6744.42,1,1
"4090","O24","FINANCE",6706.94,"COMB S-H-D",6750.5,2,2
"4091","O24","FINANCE",6903.87,"COMB S-H-D",6756.58,3,3
"4092","O24","FINANCE",6776.87,"COMB S-H-D",6762.65,4,4
"4093","O24","FINANCE",6599.4,"COMB S-H-D",6768.73,5,5
"4094","O24","FINANCE",6608.65,"COMB S-H-D",6774.81,6,6
"4095","O24","FINANCE",6470.03,"COMB S-H-D",6780.88,7,7
"4096","O24","FINANCE",6590.66,"COMB S-H-D",6786.96,8,8
"4097","O24","FINANCE",6643,"B-J auto",6742.7,1,1
"4098","O24","FINANCE",6706.94,"B-J auto",6742.7,2,2
"4099","O24","FINANCE",6903.87,"B-J auto",6742.7,3,3
"4100","O24","FINANCE",6776.87,"B-J auto",6742.7,4,4
"4101","O24","FINANCE",6599.4,"B-J auto",6742.7,5,5
"4102","O24","FINANCE",6608.65,"B-J auto",6742.7,6,6
"4103","O24","FINANCE",6470.03,"B-J auto",6742.7,7,7
"4104","O24","FINANCE",6590.66,"B-J auto",6742.7,8,8
"4105","O24","FINANCE",6643,"AutoBox1",6686.74,1,1
"4106","O24","FINANCE",6706.94,"AutoBox1",6651.97,2,2
"4107","O24","FINANCE",6903.87,"AutoBox1",6630.36,3,3
"4108","O24","FINANCE",6776.87,"AutoBox1",6616.93,4,4
"4109","O24","FINANCE",6599.4,"AutoBox1",6608.58,5,5
"4110","O24","FINANCE",6608.65,"AutoBox1",6603.4,6,6
"4111","O24","FINANCE",6470.03,"AutoBox1",6600.17,7,7
"4112","O24","FINANCE",6590.66,"AutoBox1",6598.17,8,8
"4113","O24","FINANCE",6643,"AutoBox2",6742.7,1,1
"4114","O24","FINANCE",6706.94,"AutoBox2",6742.7,2,2
"4115","O24","FINANCE",6903.87,"AutoBox2",6742.7,3,3
"4116","O24","FINANCE",6776.87,"AutoBox2",6742.7,4,4
"4117","O24","FINANCE",6599.4,"AutoBox2",6742.7,5,5
"4118","O24","FINANCE",6608.65,"AutoBox2",6742.7,6,6
"4119","O24","FINANCE",6470.03,"AutoBox2",6742.7,7,7
"4120","O24","FINANCE",6590.66,"AutoBox2",6742.7,8,8
"4121","O24","FINANCE",6643,"AutoBox3",6721.12,1,1
"4122","O24","FINANCE",6706.94,"AutoBox3",6688.37,2,2
"4123","O24","FINANCE",6903.87,"AutoBox3",6694.2,3,3
"4124","O24","FINANCE",6776.87,"AutoBox3",6703.05,4,4
"4125","O24","FINANCE",6599.4,"AutoBox3",6701.48,5,5
"4126","O24","FINANCE",6608.65,"AutoBox3",6699.09,6,6
"4127","O24","FINANCE",6470.03,"AutoBox3",6699.51,7,7
"4128","O24","FINANCE",6590.66,"AutoBox3",6700.16,8,8
"4129","O24","FINANCE",6643,"ROBUST-Trend",6742.7,1,1
"4130","O24","FINANCE",6706.94,"ROBUST-Trend",6742.7,2,2
"4131","O24","FINANCE",6903.87,"ROBUST-Trend",6742.7,3,3
"4132","O24","FINANCE",6776.87,"ROBUST-Trend",6742.71,4,4
"4133","O24","FINANCE",6599.4,"ROBUST-Trend",6742.71,5,5
"4134","O24","FINANCE",6608.65,"ROBUST-Trend",6742.71,6,6
"4135","O24","FINANCE",6470.03,"ROBUST-Trend",6742.71,7,7
"4136","O24","FINANCE",6590.66,"ROBUST-Trend",6742.71,8,8
"4137","O24","FINANCE",6643,"ARARMA",6755.68,1,1
"4138","O24","FINANCE",6706.94,"ARARMA",6768.69,2,2
"4139","O24","FINANCE",6903.87,"ARARMA",6781.73,3,3
"4140","O24","FINANCE",6776.87,"ARARMA",6794.79,4,4
"4141","O24","FINANCE",6599.4,"ARARMA",6807.87,5,5
"4142","O24","FINANCE",6608.65,"ARARMA",6820.98,6,6
"4143","O24","FINANCE",6470.03,"ARARMA",6834.12,7,7
"4144","O24","FINANCE",6590.66,"ARARMA",6847.28,8,8
"4145","O24","FINANCE",6643,"Auto-ANN",6710.68,1,1
"4146","O24","FINANCE",6706.94,"Auto-ANN",6680.35,2,2
"4147","O24","FINANCE",6903.87,"Auto-ANN",6651.62,3,3
"4148","O24","FINANCE",6776.87,"Auto-ANN",6624.4,4,4
"4149","O24","FINANCE",6599.4,"Auto-ANN",6598.61,5,5
"4150","O24","FINANCE",6608.65,"Auto-ANN",6574.16,6,6
"4151","O24","FINANCE",6470.03,"Auto-ANN",6550.98,7,7
"4152","O24","FINANCE",6590.66,"Auto-ANN",6529,8,8
"4153","O24","FINANCE",6643,"Flors-Pearc1",6671.27,1,1
"4154","O24","FINANCE",6706.94,"Flors-Pearc1",6671.27,2,2
"4155","O24","FINANCE",6903.87,"Flors-Pearc1",6671.27,3,3
"4156","O24","FINANCE",6776.87,"Flors-Pearc1",6671.27,4,4
"4157","O24","FINANCE",6599.4,"Flors-Pearc1",6671.27,5,5
"4158","O24","FINANCE",6608.65,"Flors-Pearc1",6671.27,6,6
"4159","O24","FINANCE",6470.03,"Flors-Pearc1",6671.27,7,7
"4160","O24","FINANCE",6590.66,"Flors-Pearc1",6671.27,8,8
"4161","O24","FINANCE",6643,"Flors-Pearc2",6731.72,1,1
"4162","O24","FINANCE",6706.94,"Flors-Pearc2",6740.92,2,2
"4163","O24","FINANCE",6903.87,"Flors-Pearc2",6750.25,3,3
"4164","O24","FINANCE",6776.87,"Flors-Pearc2",6759.7,4,4
"4165","O24","FINANCE",6599.4,"Flors-Pearc2",6769.28,5,5
"4166","O24","FINANCE",6608.65,"Flors-Pearc2",6778.99,6,6
"4167","O24","FINANCE",6470.03,"Flors-Pearc2",6788.83,7,7
"4168","O24","FINANCE",6590.66,"Flors-Pearc2",6798.8,8,8
"4169","O24","FINANCE",6643,"PP-Autocast",6738.82,1,1
"4170","O24","FINANCE",6706.94,"PP-Autocast",6739.03,2,2
"4171","O24","FINANCE",6903.87,"PP-Autocast",6739.07,3,3
"4172","O24","FINANCE",6776.87,"PP-Autocast",6739.08,4,4
"4173","O24","FINANCE",6599.4,"PP-Autocast",6739.08,5,5
"4174","O24","FINANCE",6608.65,"PP-Autocast",6739.08,6,6
"4175","O24","FINANCE",6470.03,"PP-Autocast",6739.08,7,7
"4176","O24","FINANCE",6590.66,"PP-Autocast",6739.08,8,8
"4177","O24","FINANCE",6643,"ForecastPro",6739.94,1,1
"4178","O24","FINANCE",6706.94,"ForecastPro",6739.94,2,2
"4179","O24","FINANCE",6903.87,"ForecastPro",6739.94,3,3
"4180","O24","FINANCE",6776.87,"ForecastPro",6739.94,4,4
"4181","O24","FINANCE",6599.4,"ForecastPro",6739.94,5,5
"4182","O24","FINANCE",6608.65,"ForecastPro",6739.94,6,6
"4183","O24","FINANCE",6470.03,"ForecastPro",6739.94,7,7
"4184","O24","FINANCE",6590.66,"ForecastPro",6739.94,8,8
"4185","O24","FINANCE",6643,"SMARTFCS",6725,1,1
"4186","O24","FINANCE",6706.94,"SMARTFCS",6725,2,2
"4187","O24","FINANCE",6903.87,"SMARTFCS",6725,3,3
"4188","O24","FINANCE",6776.87,"SMARTFCS",6725,4,4
"4189","O24","FINANCE",6599.4,"SMARTFCS",6725,5,5
"4190","O24","FINANCE",6608.65,"SMARTFCS",6725,6,6
"4191","O24","FINANCE",6470.03,"SMARTFCS",6725,7,7
"4192","O24","FINANCE",6590.66,"SMARTFCS",6725,8,8
"4193","O24","FINANCE",6643,"THETAsm",6802.47,1,1
"4194","O24","FINANCE",6706.94,"THETAsm",6803.41,2,2
"4195","O24","FINANCE",6903.87,"THETAsm",6803.56,3,3
"4196","O24","FINANCE",6776.87,"THETAsm",6803.58,4,4
"4197","O24","FINANCE",6599.4,"THETAsm",6803.58,5,5
"4198","O24","FINANCE",6608.65,"THETAsm",6803.59,6,6
"4199","O24","FINANCE",6470.03,"THETAsm",6803.59,7,7
"4200","O24","FINANCE",6590.66,"THETAsm",6803.59,8,8
"4201","O24","FINANCE",6643,"THETA",6748.3,1,1
"4202","O24","FINANCE",6706.94,"THETA",6757.34,2,2
"4203","O24","FINANCE",6903.87,"THETA",6766.26,3,3
"4204","O24","FINANCE",6776.87,"THETA",6775.14,4,4
"4205","O24","FINANCE",6599.4,"THETA",6783.98,5,5
"4206","O24","FINANCE",6608.65,"THETA",6792.78,6,6
"4207","O24","FINANCE",6470.03,"THETA",6801.55,7,7
"4208","O24","FINANCE",6590.66,"THETA",6810.27,8,8
"4209","O24","FINANCE",6643,"RBF",6727.03,1,1
"4210","O24","FINANCE",6706.94,"RBF",6736.37,2,2
"4211","O24","FINANCE",6903.87,"RBF",6746.88,3,3
"4212","O24","FINANCE",6776.87,"RBF",6758.31,4,4
"4213","O24","FINANCE",6599.4,"RBF",6770.44,5,5
"4214","O24","FINANCE",6608.65,"RBF",6783.02,6,6
"4215","O24","FINANCE",6470.03,"RBF",6795.84,7,7
"4216","O24","FINANCE",6590.66,"RBF",6808.71,8,8
"4217","O24","FINANCE",6643,"ForcX",6742.25,1,1
"4218","O24","FINANCE",6706.94,"ForcX",6744.46,2,2
"4219","O24","FINANCE",6903.87,"ForcX",6746.68,3,3
"4220","O24","FINANCE",6776.87,"ForcX",6748.89,4,4
"4221","O24","FINANCE",6599.4,"ForcX",6751.1,5,5
"4222","O24","FINANCE",6608.65,"ForcX",6753.31,6,6
"4223","O24","FINANCE",6470.03,"ForcX",6755.52,7,7
"4224","O24","FINANCE",6590.66,"ForcX",6757.73,8,8
"4225","O25","FINANCE",5461.61,"NAIVE2",5549.81,1,1
"4226","O25","FINANCE",5525.26,"NAIVE2",5549.81,2,2
"4227","O25","FINANCE",5665.16,"NAIVE2",5549.81,3,3
"4228","O25","FINANCE",5738.28,"NAIVE2",5549.81,4,4
"4229","O25","FINANCE",5880.64,"NAIVE2",5549.81,5,5
"4230","O25","FINANCE",5838.6,"NAIVE2",5549.81,6,6
"4231","O25","FINANCE",5796.09,"NAIVE2",5549.81,7,7
"4232","O25","FINANCE",6077.92,"NAIVE2",5549.81,8,8
"4233","O25","FINANCE",5461.61,"SINGLE",5549.81,1,1
"4234","O25","FINANCE",5525.26,"SINGLE",5549.81,2,2
"4235","O25","FINANCE",5665.16,"SINGLE",5549.81,3,3
"4236","O25","FINANCE",5738.28,"SINGLE",5549.81,4,4
"4237","O25","FINANCE",5880.64,"SINGLE",5549.81,5,5
"4238","O25","FINANCE",5838.6,"SINGLE",5549.81,6,6
"4239","O25","FINANCE",5796.09,"SINGLE",5549.81,7,7
"4240","O25","FINANCE",6077.92,"SINGLE",5549.81,8,8
"4241","O25","FINANCE",5461.61,"HOLT",5529.56,1,1
"4242","O25","FINANCE",5525.26,"HOLT",5507.87,2,2
"4243","O25","FINANCE",5665.16,"HOLT",5486.19,3,3
"4244","O25","FINANCE",5738.28,"HOLT",5464.51,4,4
"4245","O25","FINANCE",5880.64,"HOLT",5442.82,5,5
"4246","O25","FINANCE",5838.6,"HOLT",5421.14,6,6
"4247","O25","FINANCE",5796.09,"HOLT",5399.45,7,7
"4248","O25","FINANCE",6077.92,"HOLT",5377.77,8,8
"4249","O25","FINANCE",5461.61,"DAMPEN",5549.45,1,1
"4250","O25","FINANCE",5525.26,"DAMPEN",5549.43,2,2
"4251","O25","FINANCE",5665.16,"DAMPEN",5549.43,3,3
"4252","O25","FINANCE",5738.28,"DAMPEN",5549.43,4,4
"4253","O25","FINANCE",5880.64,"DAMPEN",5549.43,5,5
"4254","O25","FINANCE",5838.6,"DAMPEN",5549.43,6,6
"4255","O25","FINANCE",5796.09,"DAMPEN",5549.43,7,7
"4256","O25","FINANCE",6077.92,"DAMPEN",5549.43,8,8
"4257","O25","FINANCE",5461.61,"WINTER",5529.56,1,1
"4258","O25","FINANCE",5525.26,"WINTER",5507.87,2,2
"4259","O25","FINANCE",5665.16,"WINTER",5486.19,3,3
"4260","O25","FINANCE",5738.28,"WINTER",5464.51,4,4
"4261","O25","FINANCE",5880.64,"WINTER",5442.82,5,5
"4262","O25","FINANCE",5838.6,"WINTER",5421.14,6,6
"4263","O25","FINANCE",5796.09,"WINTER",5399.45,7,7
"4264","O25","FINANCE",6077.92,"WINTER",5377.77,8,8
"4265","O25","FINANCE",5461.61,"COMB S-H-D",5542.94,1,1
"4266","O25","FINANCE",5525.26,"COMB S-H-D",5535.7,2,2
"4267","O25","FINANCE",5665.16,"COMB S-H-D",5528.48,3,3
"4268","O25","FINANCE",5738.28,"COMB S-H-D",5521.25,4,4
"4269","O25","FINANCE",5880.64,"COMB S-H-D",5514.02,5,5
"4270","O25","FINANCE",5838.6,"COMB S-H-D",5506.79,6,6
"4271","O25","FINANCE",5796.09,"COMB S-H-D",5499.56,7,7
"4272","O25","FINANCE",6077.92,"COMB S-H-D",5492.34,8,8
"4273","O25","FINANCE",5461.61,"B-J auto",5549.81,1,1
"4274","O25","FINANCE",5525.26,"B-J auto",5549.81,2,2
"4275","O25","FINANCE",5665.16,"B-J auto",5549.81,3,3
"4276","O25","FINANCE",5738.28,"B-J auto",5549.81,4,4
"4277","O25","FINANCE",5880.64,"B-J auto",5549.81,5,5
"4278","O25","FINANCE",5838.6,"B-J auto",5549.81,6,6
"4279","O25","FINANCE",5796.09,"B-J auto",5549.81,7,7
"4280","O25","FINANCE",6077.92,"B-J auto",5549.81,8,8
"4281","O25","FINANCE",5461.61,"AutoBox1",5589.63,1,1
"4282","O25","FINANCE",5525.26,"AutoBox1",5612.33,2,2
"4283","O25","FINANCE",5665.16,"AutoBox1",5602.27,3,3
"4284","O25","FINANCE",5738.28,"AutoBox1",5596.54,4,4
"4285","O25","FINANCE",5880.64,"AutoBox1",5599.08,5,5
"4286","O25","FINANCE",5838.6,"AutoBox1",5600.53,6,6
"4287","O25","FINANCE",5796.09,"AutoBox1",5599.88,7,7
"4288","O25","FINANCE",6077.92,"AutoBox1",5599.52,8,8
"4289","O25","FINANCE",5461.61,"AutoBox2",5450.66,1,1
"4290","O25","FINANCE",5525.26,"AutoBox2",5465.72,2,2
"4291","O25","FINANCE",5665.16,"AutoBox2",5459.1,3,3
"4292","O25","FINANCE",5738.28,"AutoBox2",5408,4,4
"4293","O25","FINANCE",5880.64,"AutoBox2",5440.42,5,5
"4294","O25","FINANCE",5838.6,"AutoBox2",5428.15,6,6
"4295","O25","FINANCE",5796.09,"AutoBox2",5440.68,7,7
"4296","O25","FINANCE",6077.92,"AutoBox2",5333.67,8,8
"4297","O25","FINANCE",5461.61,"AutoBox3",5450.66,1,1
"4298","O25","FINANCE",5525.26,"AutoBox3",5465.72,2,2
"4299","O25","FINANCE",5665.16,"AutoBox3",5459.1,3,3
"4300","O25","FINANCE",5738.28,"AutoBox3",5408,4,4
"4301","O25","FINANCE",5880.64,"AutoBox3",5440.42,5,5
"4302","O25","FINANCE",5838.6,"AutoBox3",5428.15,6,6
"4303","O25","FINANCE",5796.09,"AutoBox3",5440.68,7,7
"4304","O25","FINANCE",6077.92,"AutoBox3",5333.67,8,8
"4305","O25","FINANCE",5461.61,"ROBUST-Trend",5527.85,1,1
